imgurl,name,course,cuisine,keyword,summary,ingredients,nutritions,Times
https://recipe52.com/wp-content/uploads/2019/11/Haryali-Chicken-tikka-Recipe-2-1-360x360.jpg,Hariyali Chicken Tikka,"Appetizer, Dinner Recipes",Indian,"hariyali chicken, hariyali chicken tikka","The taste of these tikka is very refreshing and aromatic, do check recipe notes spice guide.","['chicken cubes', 'cilantro leaves', 'mint leaves', 'green chillies', 'garlic', 'ginger', 'cumin powder*', 'Garam Masala Powder', 'lemon juice', 'cream', 'oil', 'peanut', 'salt ']","{'Calories': '204 kcal', 'Carbohydrates': '13 g', 'Protein': '10 g', 'Fat': '13 g', 'Saturated Fat': '3 g', 'Polyunsaturated Fat': '4 g', 'Monounsaturated Fat': '5 g', 'Trans Fat': '0.01 g', 'Cholesterol': '11 mg', 'Sodium': '13559 mg', 'Potassium': '237 mg', 'Fiber': '1 g', 'Sugar': '10 g', 'Vitamin A': '279 IU', 'Vitamin C': '5 mg', 'Calcium': '120 mg', 'Iron': '1 mg'}","{'PrepTime': '10 minutes', 'CookTime': '10 minutes', 'RestingTime': '20 minutes'}"
https://recipe52.com/wp-content/uploads/2023/04/Hoisin-sauce-4-300x300.jpg,Easy Hoisin Sauce Recipe,Condiment,World,Hoisin sauce,Here’s a quick recipe with easily available pantry ingredients.,"['peanut butter', 'dark soy sauce', 'brown sugar', 'vinegar', 'sesame oil', 'hot sauce', 'minced garlic', 'black pepper', 'water']","{'Calories': '52 kcal', 'Carbohydrates': '3 g', 'Protein': '2 g', 'Fat': '4 g', 'Saturated Fat': '1 g', 'Polyunsaturated Fat': '1 g', 'Monounsaturated Fat': '2 g', 'Sodium': '240 mg', 'Potassium': '47 mg', 'Fiber': '0.3 g', 'Sugar': '2 g', 'Vitamin A': '1 IU', 'Vitamin C': '0.3 mg', 'Calcium': '5 mg', 'Iron': '0.2 mg'}",{'PrepTime': '5 minutes'}
https://recipe52.com/wp-content/uploads/2024/01/Tomato-Ketchup-7-300x300.jpg,Homemade Tomato Ketchup From Fresh Tomatoes,Condiment,World,homemade ketchup recipe,"This easy homemade tomato ketchup recipe is bursting with flavors and way better than anything on a shelf. Made with fresh tomatoes, it's the perfect homemade condiment. Try it!","[' fresh tomatoes', ' onion', ' garlic', 'brown sugar or jaggery', 'distilled white vinegar', 'white sugar', 'red chilli flakes', 'pepper', 'cinnamon powder', 'mustard sauce', '\u2028salt']","{'Calories': '16 kcal', 'Carbohydrates': '4 g', 'Protein': '0.2 g', 'Fat': '0.1 g', 'Saturated Fat': '0.01 g', 'Polyunsaturated Fat': '0.02 g', 'Monounsaturated Fat': '0.01 g', 'Sodium': '52 mg', 'Potassium': '58 mg', 'Fiber': '0.3 g', 'Sugar': '3 g', 'Vitamin A': '192 IU', 'Vitamin C': '3 mg', 'Calcium': '5 mg', 'Iron': '0.1 mg'}","{'PrepTime': '10 minutes', 'CookTime': '1 hour'}"
https://recipe52.com/wp-content/uploads/2022/07/oreo-ice-cream-3-300x300.jpg,Oreo Cookie Ice Cream,Dessert,World,"Cookie and cream ice cream, Oreo, oreo Ice cream",It is indulgently creamy and loaded with Oreo. It is better than any cookie and cream ice cream because it so so creamy with large of cookies that make it so decadent. ,"['cream', 'Oreo cookies', 'condensed milk']","{'Calories': '304 kcal', 'Carbohydrates': '28 g', 'Protein': '4 g', 'Fat': '20 g', 'Saturated Fat': '12 g', 'Polyunsaturated Fat': '1 g', 'Monounsaturated Fat': '6 g', 'Trans Fat': '0.01 g', 'Cholesterol': '53 mg', 'Sodium': '116 mg', 'Potassium': '176 mg', 'Fiber': '1 g', 'Sugar': '23 g', 'Vitamin A': '652 IU', 'Vitamin C': '1 mg', 'Calcium': '103 mg', 'Iron': '2 mg'}","{'PrepTime': '10 minutes', 'freezingtime': '6 hours'}"
https://recipe52.com/wp-content/uploads/2020/01/salted-caramel-brownie-5-1-300x300.jpg,Salted Caramel Sauce Recipe,Sauce,World,salted caramel,"This salted caramel sauce has lovely buttery taste and can be used as topping on a number of desserts and ice creams. Be careful while adding butter, it can splutter. Consider wearing kitchen gloves and stand back.","['granulated sugar', 'salted butter', 'cream', 'salt ']","{'Calories': '112 kcal', 'Carbohydrates': '13 g', 'Protein': '1 g', 'Fat': '7 g', 'Saturated Fat': '4 g', 'Polyunsaturated Fat': '1 g', 'Monounsaturated Fat': '2 g', 'Trans Fat': '1 g', 'Cholesterol': '22 mg', 'Sodium': '113 mg', 'Potassium': '7 mg', 'Sugar': '12 g', 'Vitamin A': '241 IU', 'Vitamin C': '1 mg', 'Calcium': '6 mg', 'Iron': '1 mg'}","{'PrepTime': '5 minutes', 'CookTime': '10 minutes'}"
https://recipe52.com/wp-content/uploads/2021/08/dulce-deleche-mousse-6-360x360.jpg,Dulce De Leche (Boiled Condensed Milk),Condiment,World,dulce de leche,An easy recipe to make dulce de leche. Let the can cool completely before opening. ,"['sweetened condensed milk', 'Water']","{'Calories': '79 kcal', 'Carbohydrates': '13 g', 'Protein': '2 g', 'Fat': '2 g', 'Saturated Fat': '1 g', 'Polyunsaturated Fat': '1 g', 'Monounsaturated Fat': '1 g', 'Cholesterol': '8 mg', 'Sodium': '31 mg', 'Potassium': '92 mg', 'Sugar': '13 g', 'Vitamin A': '66 IU', 'Vitamin C': '1 mg', 'Calcium': '70 mg', 'Iron': '1 mg'}","{'PrepTime': '5 minutes', 'CookTime': '3 hours'}"
https://recipe52.com/wp-content/uploads/2016/11/hummus-1.jpg,Hummus Recipe without Tahini,"Condiment, Snack","Arabic, Middle Eastern","Hummus recipe, Hummus recipe without Tahini","A super easy snack that is highly nutritious, healthy and packed with flavors.","['sesame seed', 'extra virgin olive oil', 'lemon juice', 'yogurt', 'extra virgin olive oil', 'garlic ', 'salt', 'ice cubes', 'chickpeas', 'paprika ']","{'Calories': '319 kcal', 'Carbohydrates': '21 g', 'Protein': '8 g', 'Fat': '24 g', 'Saturated Fat': '3 g', 'Polyunsaturated Fat': '5 g', 'Monounsaturated Fat': '15 g', 'Cholesterol': '1 mg', 'Sodium': '302 mg', 'Potassium': '252 mg', 'Fiber': '6 g', 'Sugar': '4 g', 'Vitamin A': '28 IU', 'Vitamin C': '4 mg', 'Calcium': '137 mg', 'Iron': '3 mg'}",{'PrepTime': '15 minutes'}
https://recipe52.com/wp-content/uploads/2021/08/tamarind-drink-10-360x360.jpg,Imli Aloo Bukharay Ka Sharbat,Drinks,"Indian, Pakistani","Imli aloo bukharay ka sharbat, Refreshing Summer Drinks","Let’s beat the heat with this tamarind and prunes drink. Making this drink takes some time but the syrup can be stored for long in the fridge, so the effort is totally worth it. If using tamarind pods first deshell and devein to remove the pulp from the pods. Then weight the pulp.","['tamarind pulp with seeds', 'prunes', 'water', 'cumin powder', 'black salt ', 'sugar']","{'Calories': '115 kcal', 'Carbohydrates': '30 g', 'Protein': '1 g', 'Fat': '1 g', 'Saturated Fat': '1 g', 'Polyunsaturated Fat': '1 g', 'Monounsaturated Fat': '1 g', 'Sodium': '7 mg', 'Potassium': '145 mg', 'Fiber': '1 g', 'Sugar': '27 g', 'Vitamin A': '87 IU', 'Vitamin C': '1 mg', 'Calcium': '16 mg', 'Iron': '1 mg'}","{'PrepTime': '20 minutes', 'CookTime': '15 minutes'}"
https://recipe52.com/wp-content/uploads/2019/03/butter-chicken-blog-1-of-1-500x500.jpg,Indian Butter Chicken,"Dinner Recipes, Main Course",Indian,indian butter chicken recipe,"This is creamiest butter chicken recipe, you ever had. The subtle smoky taste and tomatoey gravy boosted with spices is treat to taste buds.","['skinless boneless chicken', 'yogurt', 'lemon juice', 'Kashmiri chili', 'ginger paste', 'garlic paste', 'green chili paste', 'cumin powder', 'coriander powder', 'garam masala Powder', 'red chilli flakes', 'salt', 'oil', 'butter', 'cashew nuts', 'Kashmiri chilli powder', 'ginger paste', 'garlic paste', 'red chilli flakes', 'cumin powder', 'turmeric powder', 'salt', ' tomato', 'cream', 'sugar', 'fenugreek leaves', 'water']","{'Calories': '444 kcal', 'Carbohydrates': '10 g', 'Protein': '28 g', 'Fat': '33 g', 'Saturated Fat': '10 g', 'Polyunsaturated Fat': '6 g', 'Monounsaturated Fat': '15 g', 'Trans Fat': '0.1 g', 'Cholesterol': '108 mg', 'Sodium': '827 mg', 'Potassium': '675 mg', 'Fiber': '3 g', 'Sugar': '4 g', 'Vitamin A': '1924 IU', 'Vitamin C': '6 mg', 'Calcium': '91 mg', 'Iron': '3 mg'}","{'PrepTime': '10 minutes', 'CookTime': '25 minutes'}"
https://recipe52.com/wp-content/uploads/2021/09/Chicken-burger-petty-12-360x360.jpg,Chicken Burger Patty,Dinner Recipes,World,Juicy Chicken Burger Patty,Try this juicy chicken burger patty recipe and you'll love it. This is our new family favorite dinner.The patty is freezer friendly which means you can have burgers anytime with minimal effort.,"['fine ground chicken/chicken mince', 'red chilli', 'black pepper', 'garlic paste', 'onion', 'cilantro / corriander', 'mayonaise', 'lemon juice', 'bread crumbs', 'onions', 'light soy sauce', 'vinegar', 'sugar', 'red chilli flakes', 'salt', 'mayonaise', 'ketchup', 'chili garlic sauce', 'garlic paste', 'mustard', 'Salad leaves', 'Cucumber', 'Tomato', 'Sliced cheese', 'Burger buns']","{'Calories': '510 kcal', 'Carbohydrates': '36 g', 'Protein': '19 g', 'Fat': '32 g', 'Saturated Fat': '6 g', 'Polyunsaturated Fat': '16 g', 'Monounsaturated Fat': '9 g', 'Trans Fat': '1 g', 'Cholesterol': '76 mg', 'Sodium': '1312 mg', 'Potassium': '574 mg', 'Fiber': '2 g', 'Sugar': '11 g', 'Vitamin A': '168 IU', 'Vitamin C': '7 mg', 'Calcium': '112 mg', 'Iron': '3 mg'}","{'PrepTime': '40 minutes', 'CookTime': '20 minutes'}"
https://recipe52.com/wp-content/uploads/2018/08/kaleji-recipe-1-300x300.jpg,Kaleji Fry Masala Recipe | Liver Fry,Main Course,"Indian, Pakistani, South Asian",Kaleji fry recipe,This liver fry masala curry tastes great with Indian bread (roti) and yellow lentil rice (peli daal ki khichri).,"['oil', 'onion', 'ginger garlic paste', 'small green chilli paste', 'coriander powder', 'cumin seeds', 'red chilli powder', 'turmeric powder', 'black pepper', 'tomato', 'yogurt', 'dried fenugreek leaves', 'lamb or beef Liver', 'salt', 'butter or ghee', 'coriander leaves', ' green chillies', 'ginger sliced', 'lemon wedges']","{'Calories': '504 kcal', 'Carbohydrates': '10 g', 'Protein': '27 g', 'Fat': '39 g', 'Saturated Fat': '5 g', 'Polyunsaturated Fat': '10 g', 'Monounsaturated Fat': '21 g', 'Trans Fat': '1 g', 'Cholesterol': '346 mg', 'Sodium': '874 mg', 'Potassium': '476 mg', 'Fiber': '2 g', 'Sugar': '3 g', 'Vitamin A': '21571 IU', 'Vitamin C': '11 mg', 'Calcium': '48 mg', 'Iron': '7 mg'}","{'PrepTime': '10 minutes', 'CookTime': '25 minutes'}"
https://recipe52.com/wp-content/uploads/2023/11/Karak-Chai-4-300x300.jpg,Karak Chai,"Breakfast, Drinks, tea","Arabic, Indian, Pakistani",karak chai,Make this caramelized karak chai and let its soothing flavors melt away your worries.,"['sugar', 'water', 'black tea leaves', 'green cardamom', 'evaporated milk', ' cinnamon stick', 'cloves', 'ginger', 'saffron']","{'Calories': '114 kcal', 'Carbohydrates': '19 g', 'Protein': '3 g', 'Fat': '3 g', 'Saturated Fat': '2 g', 'Polyunsaturated Fat': '0.1 g', 'Monounsaturated Fat': '1 g', 'Cholesterol': '12 mg', 'Sodium': '59 mg', 'Potassium': '170 mg', 'Fiber': '1 g', 'Sugar': '16 g', 'Vitamin A': '103 IU', 'Vitamin C': '1 mg', 'Calcium': '135 mg', 'Iron': '0.5 mg'}","{'PrepTime': '3 minutes', 'CookTime': '7 minutes'}"
https://recipe52.com/wp-content/uploads/2016/10/kashmiri-chili-chicken-5-300x300.jpg,Kashmiri Chicken,Main Course,"Bohra Recipes, Indian",Kashmiri Chicken,A delicious sweet and sour chicken that can be eaten alone or with rice and naan.,"['chicken pieces', 'Kashmiri red chilies', 'raisin', 'garlic', 'cumin', 'coriander seeds', 'yogurt', 'oil', 'oil', 'cumin seeds', 'mustard seeds', '\xa0black seeds', ' curry leaves', 'round red chilies']","{'Calories': '437 kcal', 'Carbohydrates': '13 g', 'Protein': '18 g', 'Fat': '35 g', 'Saturated Fat': '6 g', 'Polyunsaturated Fat': '9 g', 'Monounsaturated Fat': '19 g', 'Trans Fat': '0.2 g', 'Cholesterol': '68 mg', 'Sodium': '80 mg', 'Potassium': '418 mg', 'Fiber': '2 g', 'Sugar': '3 g', 'Vitamin A': '523 IU', 'Vitamin C': '73 mg', 'Calcium': '71 mg', 'Iron': '2 mg'}","{'PrepTime': '20 minutes', 'CookTime': '20 minutes'}"
https://recipe52.com/wp-content/uploads/2021/06/keema-naan-19-300x300.jpg,Keema Naan Recipe,Dinner Recipes,Pakistani,Keema naan,This oven-baked crispy Keema naan bread is stuffed with spicy and tangy kabab like ground meat. They melt in the mouth soft from inside and crispy from the top. This recipe has many variations. I shared the oven method in the steps. For tawa cooking method and cooked keema steps see notes.,"['plain flour', 'yogurt', 'salt', 'sugar', 'egg', 'instant yeast', 'oil', 'milk', 'lukewarm water ', 'groundmeat', 'finely chopped onions ', 'ginger paste', 'garlic paste', 'dried pomegranate arils', 'coriander seeds', 'cumin seeds', 'red chili flakes', 'salt', 'red chili powder', 'turmeric', 'black pepper', 'butter ', 'green chili', 'corriander/ cilantro leaves', 'chopped mint leaves', 'yogurt', 'sesame seeds', 'butter or oil']","{'Calories': '843 kcal', 'Carbohydrates': '90 g', 'Protein': '32 g', 'Fat': '39 g', 'Saturated Fat': '13 g', 'Trans Fat': '1 g', 'Cholesterol': '79 mg', 'Sodium': '1649 mg', 'Potassium': '583 mg', 'Fiber': '7 g', 'Sugar': '6 g', 'Vitamin A': '564 IU', 'Vitamin C': '7 mg', 'Calcium': '158 mg', 'Iron': '8 mg'}","{'PrepTime': '2 hours', 'CookTime': '30 minutes'}"
https://recipe52.com/wp-content/uploads/2020/09/somaso-recipe-7-360x360.jpg,Keema Samosa Recipe,"Appetizer, Side Dish, Snack, Starter,","Indian, Pakistani","beef samosa, Keema Samosa recipe, Lamb samosa","These are spicy, chatpatta lamb keema samosa, enjoy with tamarind or mint chutney.","['ground meat', 'water', 'ginger garlic paste', 'coriander', 'cumin', 'red chilli powder ', 'Garam Masala Powder', 'turmeric powder', 'salt ', 'finely chopped onion', 'green onion', 'green coriander', 'mint leaves', 'chat masala ', 'lemon juice', ' green chillies', 'samosa patti ', 'wheat flour ', 'Oil']","{'Calories': '118 kcal', 'Carbohydrates': '21 g', 'Protein': '2 g', 'Fat': '3 g', 'Saturated Fat': '1 g', 'Polyunsaturated Fat': '1 g', 'Monounsaturated Fat': '2 g', 'Trans Fat': '1 g', 'Cholesterol': '1 mg', 'Sodium': '285 mg', 'Potassium': '55 mg', 'Fiber': '1 g', 'Sugar': '13 g', 'Vitamin A': '174 IU', 'Vitamin C': '3 mg', 'Calcium': '15 mg', 'Iron': '1 mg'}","{'PrepTime': '20 minutes', 'CookTime': '15 minutes'}"
https://recipe52.com/wp-content/uploads/2022/02/kiwi-jam-12-360x360.jpg,Kiwi Jam,Butters and Jams,World,"Kiwi jam recipe, low-sugar","You’d love the taste of kiwi jam so much, this will be your favorite jam. With just 3 Ingredients, the jam is set amazingly without pectin. And you just need 30 minutes to cook the jam.","['kiwi', 'sugar', 'lemon juice']","{'Calories': '60 kcal', 'Carbohydrates': '15 g', 'Protein': '1 g', 'Fat': '1 g', 'Saturated Fat': '1 g', 'Polyunsaturated Fat': '1 g', 'Monounsaturated Fat': '1 g', 'Sodium': '1 mg', 'Potassium': '82 mg', 'Fiber': '1 g', 'Sugar': '14 g', 'Vitamin A': '23 IU', 'Vitamin C': '24 mg', 'Calcium': '9 mg', 'Iron': '1 mg'}","{'PrepTime': '10 minutes', 'CookTime': '30 minutes'}"
https://recipe52.com/wp-content/uploads/2020/07/Lamb-karahi-3-360x360.jpg,Karahi Gosht,Main Course,Pakistani,"Karahi gosht recipe, Lamb Karahi Recipe",This is a simple home-style Lamb Karahi with homemade spices.,"['oil', 'green chili paste', 'ginger paste', 'garlic paste', 'lamb or mutton', 'water', 'oil or ghee', 'onion', 'Kashmiri chili powder', 'cumin powder', 'red chili flakes ', 'coriander powder', 'turmeric powder', 'black pepper', 'garam masala powder', 'salt', 'tomato', 'dry fenugreek leaves', 'butter or ghee', ' green chilies', 'ginger', 'chopped fresh coriander']","{'Calories': '349 kcal', 'Carbohydrates': '14 g', 'Protein': '17 g', 'Fat': '26 g', 'Saturated Fat': '3 g', 'Polyunsaturated Fat': '7 g', 'Monounsaturated Fat': '15 g', 'Trans Fat': '0.1 g', 'Cholesterol': '47 mg', 'Sodium': '540 mg', 'Potassium': '692 mg', 'Fiber': '4 g', 'Sugar': '7 g', 'Vitamin A': '1861 IU', 'Vitamin C': '33 mg', 'Calcium': '57 mg', 'Iron': '3 mg'}","{'PrepTime': '10 minutes', 'CookTime': '40 minutes'}"
https://recipe52.com/wp-content/uploads/2019/09/mutton-leg-roast-5-500x500.jpg,Mutton Leg Roast (Raan),"Dinner Recipes, Main Course","Indian, Pakistani, World",mutton leg roast,Deliciously soft and juicy roast that is also reasonably spiced. So yummy!,"['red chii flakes', 'coriander', 'cumin', 'black pepper', 'garam masala powder', 'salt', 'mutton leg', 'lemon juice', 'ginger paste', 'garlic paste', 'yogurt', 'cream', 'chilli garlic sauce or ketchup', 'oil', 'chopped garlic', 'cumin', 'red button chilies', 'curry leaves']","{'Calories': '385 kcal', 'Carbohydrates': '4 g', 'Protein': '45 g', 'Fat': '20 g', 'Saturated Fat': '7 g', 'Polyunsaturated Fat': '2 g', 'Monounsaturated Fat': '8 g', 'Trans Fat': '0.02 g', 'Cholesterol': '152 mg', 'Sodium': '534 mg', 'Potassium': '702 mg', 'Fiber': '1 g', 'Sugar': '2 g', 'Vitamin A': '312 IU', 'Vitamin C': '45 mg', 'Calcium': '74 mg', 'Iron': '5 mg'}","{'PrepTime': '30 minutes', 'CookTime': '2 hours', 'Restingtime(marination)': '4 hours'}"
https://recipe52.com/wp-content/uploads/2019/01/lemon-cheese-cake-blog-1-of-1-500x500.jpg,Lemon Mousse Cake,Dessert,"American, World",Lemon Mousse Cake,Enjoy a lemony creamy treat! ,"['hard biscuit', 'wheat biscuit', 'almonds', 'butter', 'sweetened condensed milk', 'heavy cream', 'milk', 'lemon juice', 'unflavored gelatin powder', 'lemon juice', 'corn flour', 'sugar', 'water', 'lemon']","{'Calories': '336 kcal', 'Carbohydrates': '40 g', 'Protein': '8 g', 'Fat': '17 g', 'Saturated Fat': '9 g', 'Polyunsaturated Fat': '1 g', 'Monounsaturated Fat': '5 g', 'Trans Fat': '0.001 g', 'Cholesterol': '50 mg', 'Sodium': '98 mg', 'Potassium': '318 mg', 'Fiber': '1 g', 'Sugar': '37 g', 'Vitamin A': '563 IU', 'Vitamin C': '9 mg', 'Calcium': '218 mg', 'Iron': '0.4 mg'}","{'PrepTime': '20 minutes', 'CookTime': '2 minutes', 'Restingtime': '2 hours'}"
https://recipe52.com/wp-content/uploads/2022/08/Lemon-ice-cream-11-360x360.jpg,Homemade Lemon Ice Cream,Dessert,World,lemon ice cream,Get the punching lemony flavor with minimal effort and delicious taste with this lemon ice cream with cookies. ,"['cream', 'condensed milk', 'fresh lemon juice', 'lemon zest', 'lemon cookies']","{'Calories': '258 kcal', 'Carbohydrates': '22 g', 'Protein': '4 g', 'Fat': '18 g', 'Saturated Fat': '11 g', 'Polyunsaturated Fat': '1 g', 'Monounsaturated Fat': '5 g', 'Cholesterol': '53 mg', 'Sodium': '74 mg', 'Potassium': '152 mg', 'Fiber': '0.4 g', 'Sugar': '18 g', 'Vitamin A': '653 IU', 'Vitamin C': '6 mg', 'Calcium': '103 mg', 'Iron': '0.3 mg'}","{'PrepTime': '15 minutes', 'CookTime': '1 minute', 'Freezingtime': '6 hours'}"
https://recipe52.com/wp-content/uploads/2021/07/mango-jam-10_1-360x360.jpg,Mango Jam,Butters and Jams,World,"Mango jam, mango preserve, no pectin jam","This easy, quick, just 3 ingredients Mango jam is rich, thick, low-sugar, and made without pectin. I just loved the taste, so rich and as mangoes are naturally sweet, despite the low sugar the jam tastes perfectly sweet. ","['mangoes chunk', 'sugar', 'Lemon juice']","{'Calories': '48 kcal', 'Carbohydrates': '12 g', 'Protein': '1 g', 'Fat': '1 g', 'Saturated Fat': '1 g', 'Polyunsaturated Fat': '1 g', 'Monounsaturated Fat': '1 g', 'Sodium': '1 mg', 'Potassium': '44 mg', 'Fiber': '1 g', 'Sugar': '12 g', 'Vitamin A': '267 IU', 'Vitamin C': '10 mg', 'Calcium': '3 mg', 'Iron': '1 mg'}","{'PrepTime': '15 minutes', 'CookTime': '40 minutes'}"
https://recipe52.com/wp-content/uploads/2022/06/Mango-kulfi-2-360x360.jpg,Mango Kulfi Recipe,Dessert,"Indian, Pakistani",Mango Kulfi,Traditional Mango kulfi is vert sweet while this is moderately sweet kulfi. Add up to 3 tablespoon sugar if you like it sweeter.,"['heavy cream', 'mango chunks', 'sweetened condensed milk', 'evaporated milk', 'green cardamom powder', 'yellow food color', 'powdered sugar']","{'Calories': '283 kcal', 'Carbohydrates': '27 g', 'Protein': '5 g', 'Fat': '18 g', 'Saturated Fat': '12 g', 'Polyunsaturated Fat': '1 g', 'Monounsaturated Fat': '5 g', 'Cholesterol': '60 mg', 'Sodium': '66 mg', 'Potassium': '285 mg', 'Fiber': '1 g', 'Sugar': '26 g', 'Vitamin A': '1260 IU', 'Vitamin C': '20 mg', 'Calcium': '160 mg', 'Iron': '1 mg'}",{'PrepTime': '20 minutes'}
https://recipe52.com/wp-content/uploads/2018/02/chocolate-cold-cake-360x360.jpg,Chocolate Cold Cake Recipe,Dessert,World,"Cold cake, Marie Cold Cake, quick dessert",Serve this cake with vanilla ice cream and crumbled brownies. Makes a yummy tea time dessert.,"['butter', 'table sugar', 'eggs', 'cocoa powder', 'teatime biscuit', 'chocolate', 'cream', 'peanut or any nuts']","{'Calories': '123 kcal', 'Carbohydrates': '21 g', 'Protein': '4 g', 'Fat': '4 g', 'Saturated Fat': '2 g', 'Polyunsaturated Fat': '1 g', 'Monounsaturated Fat': '2 g', 'Trans Fat': '0.004 g', 'Cholesterol': '44 mg', 'Sodium': '107 mg', 'Potassium': '159 mg', 'Fiber': '2 g', 'Sugar': '13 g', 'Vitamin A': '93 IU', 'Vitamin C': '0.1 mg', 'Calcium': '49 mg', 'Iron': '1 mg'}","{'PrepTime': '15 minutes', 'CookTime': '5 minutes'}"
https://recipe52.com/wp-content/uploads/2018/03/Mix-Sabzi-Pakistani-3-500x500.jpg,Mix Sabzi,Main Course,Pakistani,"mix sabzi, mix vegetable curry","This is a  comforting blend of vegetables seasoned with herbs and spices that can be served with roti, rice or khichri. Enjoy with yogurt and pickles.","['vegetable oil', 'freshly chopped garlic', 'crushed red chilli', 'coriander powder', 'cumin seeds', 'turmeric powder', 'mustard seeds', 'Garam Masala Powder', 'green chilli paste', ' onion', 'tomato', 'spinach', 'fenugreek leaves', 'dill leaves', 'carrots', 'cauliflower', ' potato', 'brainjal', 'boiled green pea', 'Fresh coriander / cilantro', 'Ginger', 'Chilies Slices']","{'Calories': '274 kcal', 'Carbohydrates': '7 g', 'Protein': '2 g', 'Fat': '28 g', 'Saturated Fat': '22 g', 'Sodium': '55 mg', 'Potassium': '138 mg', 'Fiber': '3 g', 'Sugar': '2 g', 'Vitamin A': '866 IU', 'Vitamin C': '10 mg', 'Calcium': '31 mg', 'Iron': '1 mg'}","{'PrepTime': '15 minutes', 'CookTime': '28 minutes'}"
https://recipe52.com/wp-content/uploads/2016/11/carrot-cake-recipe-10-360x360.jpg,Carrot Bundt Cake,Dessert,British,carrot bundt cake recipe,"Use fresh red carrots for best result. The cake is rich, wholesome and full of flavors. A great choice for tea party!","['egg', 'brown sugar', 'vegetable oil', 'baking powder', 'baking soda', 'fresh cinnamon powder', 'golden raisins', 'walnuts', 'a pinch of salt', 'finely grated carrot', 'flour', 'butter', 'vanilla essence', 'icing sugar', 'milk or cream']",{'Calories': '463 kcal'},"{'PrepTime': '15 minutes', 'CookTime': '45 minutes'}"
https://recipe52.com/wp-content/uploads/2023/03/kofta-curry-4-300x300.jpg,Kofta Curry,Main Course,"Indian, Pakistani",Kofta curry,Kofta curry recipe with detailed instructions for melt-in-mouth kofta in the spiced tangy gravy to be enjoyed with rice or hot Naan bread.,"['ground meat', 'finely chopped onion', 'bread', 'ginger garlic paste', 'green chili paste', 'cumin powder', 'corriander powder', 'salt', 'oil', 'sliced onion', 'ginger garlic paste', 'green chili paste', 'almonds', 'turmeric powder', 'red chili flakes', 'cumin powder', 'salt', 'corriander powder', 'tomato', 'cinnamon stick', 'cloves', 'peppercorn', 'black cardamom', 'yogurt ', 'water']","{'Calories': '640 kcal', 'Carbohydrates': '17 g', 'Protein': '23 g', 'Fat': '53 g', 'Saturated Fat': '11 g', 'Polyunsaturated Fat': '9 g', 'Monounsaturated Fat': '29 g', 'Trans Fat': '2 g', 'Cholesterol': '82 mg', 'Sodium': '768 mg', 'Potassium': '636 mg', 'Fiber': '4 g', 'Sugar': '6 g', 'Vitamin A': '763 IU', 'Vitamin C': '13 mg', 'Calcium': '105 mg', 'Iron': '4 mg'}","{'PrepTime': '10 minutes', 'CookTime': '30 minutes'}"
https://recipe52.com/wp-content/uploads/2022/06/Yakhni-pulao-300x300.jpg,Yakhni Pulao,Main Course,"Bohra Cuisine, Indian, Pakistani","mutton yakhni pulao, Mutton/Lamb Yakhni Pulao Recipe, yakhni pulao",An absolutely flavorful and delicious yakhni pulao that gives you loose and separated rice grains. The aromatic will keep making you ask for more.,"['mutton or lamb (bone-in)', 'black pepper', 'coriander seed', 'fennel seed', 'cinnamon', 'black cardamom', 'green cardamom', 'bay leaf', 'star anise', 'clove', ' onion', 'ginger', 'garlic', 'water', 'salt', 'tomato', 'oil', 'potatoes', 'long grain basmati', ' onions', 'green chilli paste', 'ginger garlic paste', 'black pepper', 'cloves', 'cinnamon', 'cumin seeds', 'coriander powder', 'dried plum', 'yogurt', ' mint leaves', 'Fried onion', 'Fried green chili', 'Fried garlic slices', 'Fresh mint']","{'Calories': '709 kcal', 'Carbohydrates': '91 g', 'Protein': '22 g', 'Fat': '29 g', 'Saturated Fat': '9 g', 'Polyunsaturated Fat': '4 g', 'Monounsaturated Fat': '14 g', 'Trans Fat': '1 g', 'Cholesterol': '57 mg', 'Sodium': '737 mg', 'Potassium': '941 mg', 'Fiber': '7 g', 'Sugar': '6 g', 'Vitamin A': '201 IU', 'Vitamin C': '28 mg', 'Calcium': '125 mg', 'Iron': '4 mg'}","{'PrepTime': '10 minutes', 'CookTime': '1 hour'}"
